Line No.,Program Name,ICS Code,Part Name,No. Points,P.No,Position,Feeder No.,Feeder Type,Machine No.
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,2697064400,LAE67F-CADA-24-3A4B,56,4,LED2/LED2/LED9/LED13/LED2/LED12/LED7/LED9/LED3/LED2/LED13/LED9/LED12/LED12/LED9/LED13/LED13/LED13/LED12/LED9/LED6/LED7/LED3/LED7/LED6/LED6/LED3/LED3/LED7/LED6/LED7/LED6/LED6/LED2/LED13/LED12/LED6/LED7/LED2/LED3/LED2/LED6/LED3/LED7/LED9/LED3/LED12/LED7/LED2/LED3/LED13/LED9/LED12/LED9/LED12/LED13,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,2697064400,LAE67F-CADA-24-3A4B,40,5,LED14/LED11/LED14/LED14/LED11/LED4/LED14/LED8/LED4/LED14/LED1/LED11/LED8/LED4/LED1/LED11/LED8/LED4/LED14/LED1/LED11/LED8/LED11/LED1/LED8/LED11/LED14/LED1/LED8/LED8/LED4/LED14/LED11/LED8/LED1/LED4/LED1/LED1/LED4/LED4,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,8854652000,LTR18EZPJ820,8,1,R1_(R)/R1_(R)/R1_(R)/R1_(R)/R1_(R)/R1_(R)/R1_(R)/R1_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,7777604400,LTR18EZPJ910,72,2,R3_(R)/R2_(R)/R2_(R)/R2_(R)/R3_(R)/R10_(R)/R2_(R)/R3_(R)/R4_(R)/R5_(R)/R8_(R)/R7_(R)/R6_(R)/R7_(R)/R6_(R)/R10_(R)/R9_(R)/R8_(R)/R7_(R)/R6_(R)/R4_(R)/R5_(R)/R7_(R)/R6_(R)/R5_(R)/R8_(R)/R9_(R)/R10_(R)/R8_(R)/R9_(R)/R4_(R)/R5_(R)/R3_(R)/R2_(R)/R4_(R)/R8_(R)/R9_(R)/R10_(R)/R8_(R)/R9_(R)/R3_(R)/R4_(R)/R4_(R)/R5_(R)/R7_(R)/R10_(R)/R7_(R)/R8_(R)/R9_(R)/R10_(R)/R5_(R)/R7_(R)/R6_(R)/R4_(R)/R6_(R)/R10_(R)/R7_(R)/R6_(R)/R8_(R)/R9_(R)/R3_(R)/R2_(R)/R6_(R)/R4_(R)/R5_(R)/R3_(R)/R2_(R)/R5_(R)/R3_(R)/R2_(R)/R10_(R)/R9_(R),160,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,7543227500,LTR18EZPJ301,8,3,R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R),140,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,1948416500,ST70-27F-5072,8,4,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,9192096400,K7930AT-0103,8,5,CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,6570524900,UMK105B7104KVHF,5,1,C6/C2/C3/C1/C4,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,6570524900,UMK105B7104KVHF,8,2,C16/C7/C9/C8/C13/C12/C11/C14,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,8947221000,SFR03EZPJ103,1,3,R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,1493914800,LTR18EZPJ331,3,4,R12_(R)/R11_(R)/R13_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,6245422900,LTR18EZPJ750,3,5,R10_(R)/R2_(R)/R1_(R),156,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,3728348700,LTR18EZPJ391,1,1,R14_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,2059171400,M3F60-5063,1,2,D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,2812626300,D1F60A-5053,1,3,D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,2697064400,LAE67F-CADA-24-3A4B,7,4,LED7/LED3/LED6/LED9/LED2/LED12/LED13,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,2697064400,LAE67F-CADA-24-3A4B,5,5,LED11/LED1/LED8/LED14/LED4,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,8854652000,LTR18EZPJ820,7,1,R4_(R)/R5_(R)/R7_(R)/R6_(R)/R8_(R)/R9_(R)/R3_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,1948416500,ST70-27F-5072,1,2,ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA3B.ygx,9192096400,K7930AT-0103,1,3,CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,1493914800,LTR18EZPJ331,3,1,R12_(R)/R11_(R)/R13_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,6570524900,UMK105B7104KVHF,5,2,C1/C2/C6/C4/C3,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,6245422900,LTR18EZPJ750,6,3,R3_(R)/R2_(R)/R8_(R)/R9_(R)/R10_(R)/R1_(R),156,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,6570524900,UMK105B7104KVHF,8,4,C16/C7/C9/C8/C13/C12/C11/C14,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,8947221000,SFR03EZPJ103,1,5,R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,3728348700,LTR18EZPJ391,1,1,R14_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,2697064400,LAE67F-CADA-24-3A4B,5,2,LED14/LED4/LED11/LED8/LED1,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,2059171400,M3F60-5063,1,3,D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,2812626300,D1F60A-5053,1,4,D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,2697064400,LAE67F-CADA-24-3A4B,7,5,LED9/LED12/LED13/LED2/LED6/LED7/LED3,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,1948416500,ST70-27F-5072,1,1,ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,9192096400,K7930AT-0103,1,2,CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CA4A.ygx,8854652000,LTR18EZPJ820,4,3,R4_(R)/R5_(R)/R7_(R)/R6_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,6570524900,UMK105B7104KVHF,5,1,C6/C1/C2/C3/C4,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,6570524900,UMK105B7104KVHF,8,2,C16/C7/C9/C8/C13/C12/C11/C14,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,8947221000,SFR03EZPJ103,1,3,R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,1493914800,LTR18EZPJ331,3,4,R12_(R)/R11_(R)/R13_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,3728348700,LTR18EZPJ391,1,1,R14_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,2059171400,M3F60-5063,1,2,D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,2812626300,D1F60A-5053,1,3,D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,2697064400,LAE67F-CADA-24-3A4B,5,4,LED14/LED4/LED11/LED8/LED1,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,2697064400,LAE67F-CADA-24-3A4B,7,5,LED9/LED12/LED13/LED2/LED6/LED7/LED3,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,8854652000,LTR18EZPJ820,1,1,R1_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,7777604400,LTR18EZPJ910,9,2,R7_(R)/R6_(R)/R8_(R)/R10_(R)/R9_(R)/R4_(R)/R5_(R)/R3_(R)/R2_(R),160,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,1948416500,ST70-27F-5072,1,4,ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24Y_CB3B.ygx,9192096400,K7930AT-0103,1,5,CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,6570524900,UMK105B7104KVHF,64,1,C13/C12/C9/C8/C16/C7/C16/C13/C12/C9/C8/C16/C7/C11/C9/C11/C8/C12/C11/C11/C13/C9/C8/C11/C12/C14/C13/C12/C14/C12/C13/C9/C16/C7/C14/C14/C16/C13/C7/C14/C16/C14/C8/C12/C9/C11/C11/C8/C13/C16/C7/C14/C12/C13/C11/C16/C8/C9/C7/C9/C7/C8/C7/C14,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,8947221000,SFR03EZPJ103,8,3,R15/R15/R15/R15/R15/R15/R15/R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,6245422900,LTR18EZPJ750,24,4,R10_(R)/R10_(R)/R10_(R)/R10_(R)/R2_(R)/R1_(R)/R1_(R)/R2_(R)/R1_(R)/R1_(R)/R2_(R)/R2_(R)/R10_(R)/R10_(R)/R10_(R)/R2_(R)/R2_(R)/R1_(R)/R1_(R)/R2_(R)/R1_(R)/R2_(R)/R1_(R)/R10_(R),156,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,6570524900,UMK105B7104KVHF,40,5,C3/C3/C6/C2/C1/C3/C6/C4/C3/C4/C3/C1/C2/C6/C4/C3/C2/C1/C4/C1/C4/C2/C2/C4/C4/C2/C6/C1/C2/C4/C2/C1/C6/C6/C3/C1/C1/C6/C6/C3,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,2059171400,M3F60-5063,8,1,D1/D1/D1/D1/D1/D1/D1/D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,2697064400,LAE67F-CADA-24-3A4B,40,2,LED11/LED14/LED4/LED8/LED1/LED11/LED14/LED4/LED4/LED14/LED1/LED1/LED14/LED4/LED4/LED1/LED14/LED14/LED4/LED1/LED11/LED8/LED8/LED1/LED11/LED8/LED4/LED8/LED11/LED11/LED8/LED8/LED14/LED1/LED11/LED4/LED8/LED1/LED11/LED14,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,3728348700,LTR18EZPJ391,24,3,R14_(R)/R13_(R)/R14_(R)/R12_(R)/R13_(R)/R14_(R)/R13_(R)/R14_(R)/R14_(R)/R13_(R)/R13_(R)/R14_(R)/R13_(R)/R14_(R)/R14_(R)/R13_(R)/R12_(R)/R13_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,2812626300,D1F60A-5053,8,4,D2/D2/D2/D2/D2/D2/D2/D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,2697064400,LAE67F-CADA-24-3A4B,56,5,LED12/LED9/LED9/LED9/LED9/LED9/LED7/LED7/LED6/LED6/LED2/LED6/LED3/LED6/LED6/LED6/LED13/LED6/LED2/LED3/LED12/LED13/LED3/LED2/LED6/LED2/LED12/LED13/LED9/LED13/LED12/LED12/LED9/LED13/LED13/LED12/LED2/LED7/LED7/LED3/LED3/LED2/LED7/LED7/LED3/LED2/LED3/LED13/LED7/LED12/LED2/LED9/LED13/LED7/LED12/LED3,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,8854652000,LTR18EZPJ820,56,1,R3_(R)/R4_(R)/R8_(R)/R6_(R)/R7_(R)/R8_(R)/R3_(R)/R7_(R)/R6_(R)/R4_(R)/R8_(R)/R3_(R)/R9_(R)/R3_(R)/R4_(R)/R5_(R)/R7_(R)/R6_(R)/R8_(R)/R7_(R)/R6_(R)/R4_(R)/R5_(R)/R8_(R)/R9_(R)/R5_(R)/R7_(R)/R4_(R)/R5_(R)/R9_(R)/R9_(R)/R5_(R)/R7_(R)/R4_(R)/R5_(R)/R9_(R)/R3_(R)/R6_(R)/R4_(R)/R5_(R)/R3_(R)/R7_(R)/R3_(R)/R6_(R)/R4_(R)/R5_(R)/R3_(R)/R6_(R)/R7_(R)/R8_(R)/R9_(R)/R6_(R)/R9_(R)/R8_(R)/R8_(R)/R9_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,7543227500,LTR18EZPJ301,8,2,R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R),140,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,1948416500,ST70-27F-5072,8,3,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CA3B.ygx,9192096400,K7930AT-0103,8,4,CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,6570524900,UMK105B7104KVHF,5,1,C6/C1/C2/C3/C4,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,8947221000,SFR03EZPJ103,1,2,R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,6570524900,UMK105B7104KVHF,8,3,C16/C7/C9/C8/C13/C11/C12/C14,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,2059171400,M3F60-5063,1,1,D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,3728348700,LTR18EZPJ391,3,2,R14_(R)/R13_(R)/R12_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,2812626300,D1F60A-5053,1,3,D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,2697064400,LAE67F-CADA-24-3A4B,5,4,LED14/LED4/LED11/LED8/LED1,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,2697064400,LAE67F-CADA-24-3A4B,7,5,LED6/LED7/LED2/LED9/LED3/LED12/LED13,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,8854652000,LTR18EZPJ820,1,1,R1_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,7777604400,LTR18EZPJ910,9,2,R7_(R)/R6_(R)/R8_(R)/R10_(R)/R9_(R)/R4_(R)/R5_(R)/R3_(R)/R2_(R),160,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,1948416500,ST70-27F-5072,1,3,ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,9192096400,K7930AT-0103,1,4,CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14X_CB3B.ygx,7543227500,LTR18EZPJ301,1,5,R11_(R),140,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,6570524900,UMK105B7104KVHF,64,1,C13/C12/C9/C8/C16/C7/C16/C13/C12/C9/C8/C16/C7/C11/C9/C11/C8/C12/C11/C11/C13/C9/C8/C11/C12/C14/C13/C12/C14/C12/C13/C9/C16/C7/C14/C14/C16/C13/C7/C14/C16/C14/C8/C12/C9/C11/C11/C8/C13/C16/C7/C14/C12/C13/C11/C16/C8/C9/C7/C9/C7/C8/C7/C14,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,8947221000,SFR03EZPJ103,8,2,R15/R15/R15/R15/R15/R15/R15/R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,6570524900,UMK105B7104KVHF,40,3,C2/C1/C3/C6/C4/C3/C1/C4/C6/C4/C3/C2/C2/C6/C1/C4/C1/C2/C6/C1/C4/C2/C1/C3/C6/C3/C6/C4/C3/C6/C2/C6/C4/C3/C1/C2/C1/C2/C3/C4,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,6245422900,LTR18EZPJ750,24,4,R10_(R)/R10_(R)/R10_(R)/R10_(R)/R2_(R)/R1_(R)/R1_(R)/R2_(R)/R1_(R)/R1_(R)/R2_(R)/R2_(R)/R10_(R)/R10_(R)/R10_(R)/R2_(R)/R2_(R)/R1_(R)/R1_(R)/R2_(R)/R1_(R)/R2_(R)/R1_(R)/R10_(R),156,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,1493914800,LTR18EZPJ331,16,5,R13_(R)/R11_(R)/R11_(R)/R13_(R)/R13_(R)/R13_(R)/R13_(R)/R11_(R)/R11_(R)/R11_(R)/R13_(R)/R11_(R)/R13_(R)/R11_(R)/R11_(R)/R13_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,2059171400,M3F60-5063,8,1,D1/D1/D1/D1/D1/D1/D1/D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,2812626300,D1F60A-5053,8,2,D2/D2/D2/D2/D2/D2/D2/D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,2697064400,LAE67F-CADA-24-3A4B,56,3,LED9/LED6/LED7/LED6/LED3/LED7/LED9/LED13/LED12/LED13/LED12/LED2/LED6/LED3/LED2/LED6/LED7/LED3/LED2/LED6/LED7/LED7/LED3/LED2/LED9/LED13/LED12/LED7/LED9/LED2/LED3/LED12/LED7/LED9/LED13/LED9/LED12/LED9/LED12/LED13/LED13/LED7/LED9/LED12/LED6/LED2/LED3/LED13/LED6/LED2/LED3/LED13/LED12/LED6/LED2/LED3,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,3728348700,LTR18EZPJ391,16,4,R14_(R)/R12_(R)/R14_(R)/R14_(R)/R14_(R)/R12_(R)/R12_(R)/R14_(R)/R14_(R)/R14_(R)/R12_(R)/R12_(R)/R12_(R)/R14_(R)/R12_(R)/R12_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,2697064400,LAE67F-CADA-24-3A4B,40,5,LED14/LED8/LED11/LED14/LED14/LED11/LED8/LED4/LED14/LED14/LED1/LED1/LED14/LED4/LED4/LED1/LED14/LED14/LED4/LED1/LED8/LED11/LED8/LED11/LED8/LED11/LED8/LED11/LED11/LED8/LED8/LED11/LED1/LED4/LED1/LED4/LED1/LED4/LED1/LED4,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,8854652000,LTR18EZPJ820,56,1,R7_(R)/R6_(R)/R4_(R)/R5_(R)/R3_(R)/R7_(R)/R4_(R)/R5_(R)/R7_(R)/R6_(R)/R8_(R)/R9_(R)/R3_(R)/R4_(R)/R5_(R)/R3_(R)/R7_(R)/R6_(R)/R8_(R)/R9_(R)/R6_(R)/R4_(R)/R5_(R)/R3_(R)/R8_(R)/R4_(R)/R5_(R)/R7_(R)/R6_(R)/R8_(R)/R9_(R)/R9_(R)/R7_(R)/R6_(R)/R8_(R)/R9_(R)/R4_(R)/R5_(R)/R7_(R)/R6_(R)/R8_(R)/R9_(R)/R3_(R)/R4_(R)/R5_(R)/R3_(R)/R7_(R)/R6_(R)/R3_(R)/R4_(R)/R5_(R)/R3_(R)/R8_(R)/R9_(R)/R8_(R)/R9_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,1948416500,ST70-27F-5072,8,2,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA3B.ygx,9192096400,K7930AT-0103,8,3,CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,6570524900,UMK105B7104KVHF,8,1,C12/C11/C14/C8/C7/C13/C9/C16,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,8947221000,SFR03EZPJ103,1,2,R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,6570524900,UMK105B7104KVHF,5,3,C6/C1/C2/C3/C4,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,1493914800,LTR18EZPJ331,2,4,R11_(R)/R13_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,6245422900,LTR18EZPJ750,6,5,R3_(R)/R2_(R)/R1_(R)/R10_(R)/R9_(R)/R8_(R),156,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,2059171400,M3F60-5063,1,1,D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,3728348700,LTR18EZPJ391,2,2,R14_(R)/R12_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,2812626300,D1F60A-5053,1,3,D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,2697064400,LAE67F-CADA-24-3A4B,5,4,LED14/LED4/LED11/LED8/LED1,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,2697064400,LAE67F-CADA-24-3A4B,7,5,LED9/LED13/LED12/LED7/LED6/LED2/LED3,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,8854652000,LTR18EZPJ820,4,1,R4_(R)/R5_(R)/R7_(R)/R6_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,1948416500,ST70-27F-5072,1,2,ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CA4A.ygx,9192096400,K7930AT-0103,1,3,CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,6570524900,UMK105B7104KVHF,40,1,C1/C2/C3/C2/C3/C3/C6/C6/C2/C3/C2/C6/C3/C6/C3/C2/C6/C3/C6/C3/C4/C4/C6/C1/C2/C4/C1/C6/C1/C4/C4/C1/C1/C1/C4/C2/C4/C1/C2/C4,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,6570524900,UMK105B7104KVHF,64,3,C9/C8/C7/C9/C8/C11/C7/C7/C9/C13/C13/C12/C14/C14/C11/C16/C8/C7/C9/C11/C16/C16/C7/C8/C11/C13/C12/C14/C11/C8/C9/C11/C12/C11/C8/C16/C16/C13/C12/C9/C14/C16/C8/C7/C12/C14/C12/C13/C14/C13/C12/C14/C9/C13/C16/C7/C16/C7/C9/C8/C11/C13/C12/C14,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,8947221000,SFR03EZPJ103,8,4,R15/R15/R15/R15/R15/R15/R15/R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,1493914800,LTR18EZPJ331,16,5,R11_(R)/R11_(R)/R11_(R)/R13_(R)/R11_(R)/R13_(R)/R13_(R)/R13_(R)/R11_(R)/R11_(R)/R13_(R)/R11_(R)/R13_(R)/R13_(R)/R11_(R)/R13_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,3728348700,LTR18EZPJ391,16,1,R14_(R)/R12_(R)/R14_(R)/R14_(R)/R14_(R)/R12_(R)/R12_(R)/R14_(R)/R14_(R)/R14_(R)/R12_(R)/R12_(R)/R12_(R)/R14_(R)/R12_(R)/R12_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,2059171400,M3F60-5063,8,2,D1/D1/D1/D1/D1/D1/D1/D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,2812626300,D1F60A-5053,8,3,D2/D2/D2/D2/D2/D2/D2/D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,2697064400,LAE67F-CADA-24-3A4B,40,4,LED14/LED8/LED11/LED14/LED14/LED11/LED8/LED4/LED14/LED14/LED1/LED1/LED14/LED4/LED4/LED1/LED14/LED14/LED4/LED1/LED8/LED11/LED8/LED11/LED8/LED11/LED8/LED11/LED11/LED8/LED8/LED11/LED1/LED4/LED1/LED4/LED1/LED4/LED1/LED4,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,2697064400,LAE67F-CADA-24-3A4B,56,5,LED9/LED6/LED7/LED6/LED3/LED7/LED9/LED13/LED12/LED13/LED12/LED2/LED6/LED3/LED2/LED6/LED7/LED3/LED2/LED6/LED7/LED7/LED3/LED2/LED9/LED13/LED12/LED7/LED9/LED2/LED3/LED12/LED7/LED9/LED13/LED9/LED12/LED9/LED12/LED13/LED13/LED7/LED9/LED12/LED6/LED2/LED3/LED13/LED6/LED2/LED3/LED13/LED12/LED6/LED2/LED3,107,8mmTape,No.2
