Line No.,Program Name,ICS Code,Part Name,No. Points,P.No,Position,Feeder No.,Feeder Type,Machine No.
M.23,660__S17038_B_M23_LID.ygx,1940169300,RK73H2ERTTD11R0F,28,5,R107/R102/R103/R106/R105/R108/R107/R102/R106/R104/R104/R108/R107/R102/R103/R105/R104/R108/R107/R102/R103/R105/R104/R108/R103/R105/R106/R106,150,8mmTape,No.3
M.23,660__S17038_B_M23_LID.ygx,8687744900,RK73B1JRTTD122J,36,6,R175/R30/R25/R175/R178/R25/R178/R30/R181/R178/R175/R177/R181/R30/R179/R180/R179/R180/R179/R177/R179/R180/R175/R178/R177/R181/R180/R176/R25/R176/R30/R176/R25/R176/R181/R177,35,8mmTape,No.3
M.23,660__S17038_B_M23_LID.ygx,2105616200,BD90620EFJ-CE2,4,7,IC4/IC4/IC4/IC4,40,12mmLongPitch,No.3
M.23,660__S17038_B_M23_LID.ygx,9352882400,S-19501AFWA-E8T1U4,4,8,IC1/IC1/IC1/IC1,38,12mmEmboss,No.3
M.23,660__S17038_B_M23_LID.ygx,1090702000,CDRH70D45BT150NP-10,4,9,L34/L34/L34/L34,44,16mmEmboss,No.3
M.23,660__S17038_B_M23_LID.ygx,7217235300,CDRH70D45BT150NP-22,4,10,L11/L11/L11/L11,46,16mmEmboss,No.3
M.23,660__S17038_B_M23_LID.ygx,8644131400,FS32K116BRT0MLFR,4,11,IC7/IC7/IC7/IC7,151,16mmEmboss,No.3
M.23,660__S17038_B_M23_LID.ygx,0460125400,NJM2902VT1(TE1),12,12,IC2/IC5/IC2/IC5/IC5/IC3/IC3/IC2/IC3/IC2/IC3/IC5,36,12mmEmboss,No.3
M.23,660__S17038_B_M23_LID.ygx,0410908200,UCZ1H470MCL6GS,8,13,C3/C126/C3/C126/C126/C126/C3/C3,42,16mmEmboss,No.3
M.23,660__S17038_B_M23_RC.ygx,4793307200,RK73B1ERTTP331J,4,1,R171/R171/R171/R171,29,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,9645738300,GRM155C71A105KE11D,4,2,C821_@/C821_@/C821_@/C821_@,144,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,0133491300,RK73B1ERTTP330J,36,3,R168/R226/R225/R225/R41/R40/R39/R229/R41/R40/R41/R39/R225/R40/R226/R168/R168/R39/R229/R228/R226/R224/R228/R40/R228/R224/R39/R229/R225/R168/R229/R224/R226/R224/R41/R228,141,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,6570524900,UMK105B7104KVHF,68,4,C25/C70/C81/C88/C86/C52/C809/C808/C81/C76/C84/C70/C809/C59/C52/C84/C131/C809/C25/C52/C81/C66/C75/C85/C86/C75/C84/C85/C66/C71/C88/C75/C70/C76/C66/C84/C85/C70/C88/C25/C66/C76/C85/C808/C25/C75/C808/C131/C60/C131/C131/C52/C59/C808/C76/C81/C71/C86/C71/C88/C60/C59/C60/C59/C809/C71/C86/C60,137,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,9509908400,RK73Z1ERTTP,4,5,C147_@/C147_@/C147_@/C147_@,139,8mmTape,No.1
M.23,660__S17038_B_M23_RC.ygx,4723208200,UMK105B7472KVHF,4,6,C46/C46/C46/C46,28,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,3146052200,INK0010AC1-T150-1,48,7,Q18/Q17/Q9/Q9/Q17/Q36/Q18/Q22/Q26/Q9/Q20/Q36/Q18/Q17/Q22/Q9/Q21/Q37/Q20/Q24/Q23/Q35/Q21/Q37/Q18/Q17/Q21/Q35/Q22/Q26/Q24/Q23/Q37/Q35/Q36/Q26/Q24/Q23/Q20/Q22/Q26/Q35/Q36/Q23/Q24/Q20/Q21/Q37,13,8mmTape,No.1
M.23,660__S17038_B_M23_RC.ygx,8022717500,RT1N141U-T150-1,12,8,Q4/Q53/Q4/Q53/Q8/Q8/Q53/Q4/Q4/Q53/Q8/Q8,17,8mmTape,No.1
M.23,660__S17038_B_M23_RC.ygx,5042776500,UMK105B7221KVHF,8,9,C96/C47/C47/C96/C96/C47/C47/C96,143,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,4920405100,RK73B1ERTTP103J,12,10,R46/R46/R50/R50/R15/R46/R50/R50/R15/R15/R46/R15,142,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,3520830500,RK73B1ERTTP274J,4,11,R49/R49/R49/R49,145,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,4734271600,UMK105B7102KVHF,36,12,C146_@/C142_@/C23_@/C146_@/C22_@/C143_@/C142_@/C145_@/C141_@/C144_@/C141_@/C144_@/C23_@/C24_@/C23_@/C22_@/C143_@/C24_@/C141_@/C144_@/C23_@/C142_@/C145_@/C142_@/C22_@/C143_@/C24_@/C141_@/C144_@/C145_@/C145_@/C146_@/C146_@/C22_@/C143_@/C24_@,138,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,3530277800,UMK105B7103KVHF,8,13,C61/C61/C62/C61/C61/C62/C62/C62,134,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,6570524900,UMK105B7104KVHF,72,14,C91/C18/C15/C17/C4/C78/C17/C89/C4/C18/C91/C89/C805/C82/C806/C78/C4/C74/C67/C82/C78/C77/C91/C807/C15/C806/C806/C16/C74/C67/C67/C74/C18/C27/C83/C26/C77/C89/C89/C77/C16/C26/C27/C83/C805/C91/C27/C83/C17/C807/C82/C18/C77/C74/C67/C15/C805/C4/C26/C807/C15/C805/C16/C27/C807/C806/C26/C83/C16/C82/C17/C78,27,8mm1005cmp,No.1
M.23,660__S17038_B_M23_RC.ygx,9792758800,RK73H1JRTTD1802F,4,15,R146/R146/R146/R146,5,8mmTape,No.1
M.23,660__S17038_B_M23_RC.ygx,8073616900,BLM18AG471SZ1D,16,16,L17/L18/L17/L17/L18/L16/L16/L15/L18/L16/L15/L15/L17/L16/L15/L18,26,8mmTape,No.1
M.23,660__S17038_B_M23_RC.ygx,4922646200,RK73H1JRTTD6202F,4,17,R144/R144/R144/R144,4,8mmTape,No.1
M.23,660__S17038_B_M23_RC.ygx,8627000500,RK73B1JRTTD330J,8,1,R51/R20/R51/R51/R20/R51/R20/R20,36,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,7308019300,BLM31KN121SZ1L,8,2,L4/L33/L33/L4/L4/L33/L33/L4,32,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,9988645500,RK73H1JRTTD2702F,4,3,R145/R145/R145/R145,40,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,3272006400,TMK316AB7106KLHT,16,4,C95/C95/C803/C94/C804/C804/C95/C94/C803/C95/C94/C804/C803/C803/C804/C94,110,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,9815479500,D1FT10A-5053,4,5,D64/D64/D64/D64,143,12mmEmboss,No.2
M.23,660__S17038_B_M23_RC.ygx,7389306200,SSM3K318RLXGF(T,4,6,Q315/Q315/Q315/Q315,10,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,9457442000,RK73B1JRTTD102J,4,7,R334/R334/R334/R334,141,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,2059171400,M3F60-5063,8,8,D5/D3/D5/D5/D3/D3/D3/D5,38,12mmEmboss,No.2
M.23,660__S17038_B_M23_RC.ygx,0597391000,RK73B1JRTTD303J,4,9,R91/R91/R91/R91,17,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,6104106000,D1F60-5053,20,10,D74/D2/D1/D2/D1/D72/D74/D8/D2/D2/D8/D74/D72/D72/D74/D8/D72/D8/D1/D1,121,12mmEmboss,No.2
M.23,660__S17038_B_M23_RC.ygx,5875597400,RK73B2ARTTD181J,4,11,R243/R243/R243/R243,118,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,1291643400,RK73B1JRTTD103J,84,15,R205/R152/R212/R213/R213/R207/R21/R184/R200/R157/R161/R203/R161/R335/R203/R31/R203/R31/R28/R200/R167/R21/R161/R335/R218/R151/R335/R206/R212/R218/R205/R149/R207/R149/R219/R200/R207/R31/R212/R200/R161/R184/R187/R205/R152/R184/R206/R219/R157/R184/R213/R335/R206/R149/R157/R21/R218/R151/R28/R207/R149/R31/R21/R167/R203/R219/R206/R219/R167/R151/R187/R212/R152/R213/R157/R187/R28/R28/R167/R151/R205/R152/R187/R218,30,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,4188106200,2SCR554PHZGT100,36,16,Q1/Q2/Q15/Q11/Q10/Q16/Q3/Q12/Q2/Q3/Q12/Q16/Q3/Q2/Q13/Q1/Q11/Q13/Q13/Q3/Q1/Q15/Q15/Q10/Q13/Q11/Q16/Q12/Q10/Q2/Q16/Q12/Q10/Q15/Q1/Q11,119,12mmEmboss,No.2
M.23,660__S17038_B_M23_RC.ygx,3253556900,CSTNE8M00G55A000R0,4,17,XT1/XT1/XT1/XT1,33,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,2891337000,RK73H1JRTTD3302F,4,18,R134/R134/R134/R134,108,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,3535018700,RK73H1JRTTD7502F,4,19,R242/R242/R242/R242,34,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,5299989800,BLM18AG121SZ1D,36,20,L3/L25/L23/L24/L2/L24/L1/L2/L1/L21/L2/L3/L24/L22/L23/L21/L1/L21/L22/L3/L26/L25/L3/L22/L26/L25/L25/L26/L24/L26/L23/L2/L21/L23/L1/L22,31,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,2532846900,RK73H1JRTTD1002F,4,21,R241/R241/R241/R241,117,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,1249342800,SG731JTTD1R0K,4,22,R269/R269/R269/R269,116,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,1921857000,UDZVFHTE-175.6B,8,23,ZD2/ZD8/ZD8/ZD2/ZD2/ZD8/ZD8/ZD2,111,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,1923393600,RK73H2ERTTD16R9F,12,24,R11/R10/R11/R9/R11/R9/R10/R11/R9/R10/R9/R10,109,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,0696261000,ST04-36F1-5053,8,25,ZD6/ZD1/ZD6/ZD1/ZD1/ZD1/ZD6/ZD6,160,12mmEmboss,No.2
M.23,660__S17038_B_M23_RC.ygx,9626906400,RK73B1JRTTD100J,4,26,R186_@/R186_@/R186_@/R186_@,28,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,1316921700,RK73H1JRTTD2002F,4,27,R82/R82/R82/R82,112,8mmTape,No.2
M.23,660__S17038_B_M23_RC.ygx,7619919100,RK73B1JRTTD823J,36,1,R34/R220/R204/R204/R204/R214/R24/R29/R34/R201/R29/R211/R204/R24/R211/R29/R211/R220/R208/R214/R34/R220/R214/R201/R208/R29/R214/R208/R201/R220/R24/R208/R24/R34/R201/R211,34,8mmTape,No.3
M.23,660__S17038_B_M23_RC.ygx,8313405400,RK73H2ERTTD10R0F,24,2,R107/R103/R108/R107/R102/R103/R105/R102/R102/R104/R104/R108/R107/R103/R105/R103/R104/R108/R107/R102/R105/R105/R104/R108,157,8mmTape,No.3
M.23,660__S17038_B_M23_RC.ygx,8687744900,RK73B1JRTTD122J,36,3,R179/R35/R178/R30/R178/R25/R30/R177/R176/R25/R177/R176/R25/R181/R176/R25/R177/R181/R178/R175/R175/R30/R175/R181/R178/R35/R179/R35/R35/R181/R177/R179/R30/R179/R175/R176,35,8mmTape,No.3
M.23,660__S17038_B_M23_RC.ygx,2715182500,LTR18EZPJ241,8,4,R2/R1/R2/R2/R1/R1/R2/R1,156,8mmTape,No.3
M.23,660__S17038_B_M23_RC.ygx,0434255000,QMK316B7104KLHT,16,5,C1/C122/C1/C123/C2/C122/C2/C123/C122/C1/C123/C2/C2/C122/C1/C123,138,8mmTape,No.3
M.23,660__S17038_B_M23_RC.ygx,1773255200,RK73H1JRTTD8201F,4,6,R135/R135/R135/R135,155,8mmTape,No.3
M.23,660__S17038_B_M23_RC.ygx,3226173600,TMK325B7226KMHP,8,7,C97/C30/C97/C30/C97/C30/C97/C30,33,8mmTape,No.3
M.23,660__S17038_B_M23_RC.ygx,1291643400,RK73B1JRTTD103J,84,8,R133/R27/R23/R209/R866/R19/R866/R19/R865/R295/R150/R210/R185/R183/R26/R32/R22/R865/R150/R209/R867/R12/R26/R185/R210/R295/R867/R12/R27/R148/R147/R185/R210/R32/R22/R27/R133/R32/R22/R33/R202/R867/R12/R295/R33/R26/R183/R147/R148/R32/R22/R133/R33/R150/R202/R23/R150/R209/R26/R133/R148/R295/R23/R148/R865/R866/R19/R867/R12/R866/R19/R865/R209/R33/R23/R202/R27/R183/R147/R210/R185/R202/R183/R147,135,8mmTape,No.3
M.23,660__S17038_B_M23_RC.ygx,8644131400,FS32K116BRT0MLFR,4,9,IC7/IC7/IC7/IC7,151,16mmEmboss,No.3
M.23,660__S17038_B_M23_RC.ygx,2105616200,BD90620EFJ-CE2,4,10,IC4/IC4/IC4/IC4,40,12mmLongPitch,No.3
M.23,660__S17038_B_M23_RC.ygx,9352882400,S-19501AFWA-E8T1U4,4,11,IC1/IC1/IC1/IC1,38,12mmEmboss,No.3
M.23,660__S17038_B_M23_RC.ygx,0460125400,NJM2902VT1(TE1),12,12,IC3/IC3/IC2/IC5/IC2/IC3/IC2/IC5/IC3/IC5/IC2/IC5,36,12mmEmboss,No.3
M.23,660__S17038_B_M23_RC.ygx,1090702000,CDRH70D45BT150NP-10,4,13,L34/L34/L34/L34,44,16mmEmboss,No.3
M.23,660__S17038_B_M23_RC.ygx,7217235300,CDRH70D45BT150NP-22,4,14,L11/L11/L11/L11,46,16mmEmboss,No.3
M.23,660__S17038_B_M23_RC.ygx,0410908200,UCZ1H470MCL6GS,8,15,C3/C126/C126/C3/C126/C3/C3/C126,42,16mmEmboss,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,0939481800,RSE002N06FRZTL,4,1,Q253/Q103/Q203/Q3,32,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,3960137000,2SC4081FRAT106QRS,2,2,Q131/Q31,19,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,3803775700,TPCC8107_L1STLQ(O,4,3,Q102/Q252/Q202/Q2,6,12mmLongPitch,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,7365553600,BLM31PG601SH1L,10,4,L2/L103/L202/L203/L252/L253/L52/L53/L3/L102,14,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,1758816802,GRM1882C1H220JA01D,15,5,C17/C118/C268/C67/C123/C117/C273/C18/C223/C217/C267/C68/C73/C23/C218,30,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,6569787401,GRM188R71H102KA01D,20,6,C204/C202/C252/C56/C6/C102/C206/C256/C5/C4/C105/C254/C255/C54/C52/C2/C104/C205/C55/C106,31,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,2791821202,GRM1882C1H470JA01D,5,7,C72/C272/C222/C122/C22,146,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,7117356900,KRL1220E-C-R309-D-T,3,8,R101_(Rank_E)/R51_(Rank_E)/R1_(Rank_E),147,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,9562445600,GRM21BR71H105KA12L,14,9,C57/C135/C35/C258/C107/C208/C108/C257/C7/C207/C85/C138/C8/C58,148,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,7378516200,RK73B2ERTTD431J,20,10,R33/R139/R32/R138/R38/R134/R40/R132/R141/R142/R140/R133/R34/R41/R135/R131/R31/R39/R42/R35,149,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,6029195000,RK73B2ERTTD391J,8,11,R136/R43/R137/R143/R36/R37/R44/R144,150,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,2149020200,GRM1882C1H472JA01D,5,12,C19/C69/C119/C269/C219,151,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,0283539801,GRM1882C1H101JA01D,5,13,C25/C137/C125/C275/C225,152,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,1032042901,GRM188R11H103KA01D,5,14,C59/C9/C209/C259/C109,153,8mmTape,No.1
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,5132715200,RK73H2BRTTD4701F,1,1,R147,45,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,0299420800,RK73H1JRTTD1000F,5,2,R52/R2/R102/R202/R252,5,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,9815479500,D1FT10A-5053,10,3,D52/D253/D3/D202/D102/D2/D103/D252/D53/D203,143,12mmEmboss,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,0597391000,RK73B1JRTTD303J,4,4,R210/R260/R110/R10,17,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,1027350100,RK73Z2BRTTD,1,5,R149,18,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,2059171400,M3F60-5063,5,6,D251/D1/D101/D51/D201,38,12mmEmboss,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,2532846900,RK73H1JRTTD1002F,1,7,R150,117,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,7389306200,SSM3K318RLXGF(T,6,8,Q1/Q101/Q251/Q201/Q132/Q51,10,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,9457442000,RK73B1JRTTD102J,8,9,R208/R257/R7/R8/R107/R207/R258/R108,141,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,7805119100,GRM188R11H104KA93D,6,10,C34/C131/C133/C31/C134/C33,123,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,6819239000,RK73B2BRTTD472J,2,11,R97/R47,125,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,7067501300,KRL1220E-C-R316-D-T,2,12,R201/R251,44,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,4174774900,RK73H2ERTTD3001F,4,13,R5/R205/R105/R255,43,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,5420957600,RK73H1JRTTD2402F,1,14,R151,126,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,5788308100,CER7042BA-470M-RB,5,15,L201/L51/L251/L1/L101,41,16mmEmboss,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,1316921700,RK73H1JRTTD2002F,1,16,R148,112,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,6252945800,GRM31CR72E104KW03L,4,17,C11/C211/C12/C212,124,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,9394460700,RK73B1JRTTD622J,4,18,R9/R109/R259/R209,138,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,0519884400,GRM1882C1H100JA01D,10,19,C124/C3/C224/C103/C274/C203/C253/C24/C74/C53,139,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,2158930600,RK73B1JRTTD203J,8,20,R46/R256/R6/R98/R106/R146/R206/R48,140,8mmTape,No.2
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,1291643400,RK73B1JRTTD103J,5,1,R53/R253/R3/R103/R203,135,8mmTape,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,8492243900,KDZVTFTR36B,1,2,ZD131,133,8mmTape,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,5022215200,UDZVFHTE-176.8B,8,3,ZD2/ZD103/ZD3/ZD102/ZD202/ZD203/ZD252/ZD253,139,8mmTape,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,5395882600,RK73B1JRTTD472J,2,4,R145/R45,134,8mmTape,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,1948416500,ST70-27F-5072,4,5,ZD251/ZD201/ZD101/ZD1,12,24mmEmboss,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,6093625001,MAQ3203YM-TRV01,5,6,IC101/IC201/IC251/IC51/IC1,142,12mmLongPitch,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,4386587000,K7910AT-0108,1,7,CN1,15,44mmEmboss,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,8097900200,K7910AT-0203,2,8,CN5/CN2,48,24mmEmboss,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,0888678400,K7910AT-0205,1,9,CN3,20,24mmEmboss,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,2561428300,K7910AT-0103,1,10,CN4,51,24mmEmboss,No.3
M.23,K0BA_S14972B_T_M23_RANK_E.ygx,6187136500,GRM32ER71H106KA12L,5,11,C51/C1/C201/C101/C251,158,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,5644227800,RK73B1JRTTD334J,28,1,R561/R416/R520/R553/R520/R501/R558/R556/R570/R558/R508/R570/R501/R466/R551/R506/R551/R466/R506/R503/R561/R511/R416/R553/R508/R511/R503/R556,15,8mmTape,No.1
M.23,K1ZF_S16798C_T_M23.ygx,3561973900,UMK105CH220JVHF,32,2,C17/C73/C117/C118/C223/C17/C218/C23/C272/C123/C223/C268/C267/C217/C73/C217/C118/C218/C273/C272/C67/C18/C68/C67/C273/C267/C268/C123/C23/C18/C117/C68,9,8mm1005cmp,No.1
M.23,K1ZF_S16798C_T_M23.ygx,5550422900,ZXS10TTR200D,4,3,R201/R201/R251/R251,12,8mmTape,No.1
M.23,K1ZF_S16798C_T_M23.ygx,3146052200,INK0010AC1-T150-1,8,4,Q253/Q203/Q3/Q253/Q103/Q103/Q203/Q3,13,8mmTape,No.1
M.23,K1ZF_S16798C_T_M23.ygx,8573568300,UMK105CH221JVHF,10,5,C69/C219/C19/C269/C269/C69/C219/C119/C119/C19,133,8mm1005cmp,No.1
M.23,K1ZF_S16798C_T_M23.ygx,4078509400,UMK105CH470JVHF,8,6,C22/C222/C72/C72/C22/C222/C122/C122,8,8mm1005cmp,No.1
M.23,K1ZF_S16798C_T_M23.ygx,3530277800,UMK105B7103KVHF,10,7,C9/C259/C109/C209/C209/C59/C259/C59/C9/C109,134,8mm1005cmp,No.1
M.23,K1ZF_S16798C_T_M23.ygx,0887964800,LTR18EZPJ300,4,8,R618/R618/R608/R608,11,8mmTape,No.1
M.23,K1ZF_S16798C_T_M23.ygx,4297932500,UMK105CH101JVHF,18,9,C137/C275/C508/C557/C508/C557/C275/C558/C507/C558/C225/C507/C125/C25/C137/C125/C25/C225,136,8mm1005cmp,No.1
M.23,K1ZF_S16798C_T_M23.ygx,0183204200,LTR18EZPJ101,32,10,R405/R407/R455/R405/R406/R408/R412/R413/R410/R462/R456/R455/R412/R463/R458/R456/R463/R457/R410/R457/R462/R460/R411/R461/R407/R411/R461/R458/R408/R413/R460/R406,16,8mmTape,No.1
M.23,K1ZF_S16798C_T_M23.ygx,6570524900,UMK105B7104KVHF,18,11,C133/C33/C405/C509/C510/C455/C455/C510/C509/C405/C134/C31/C134/C31/C133/C131/C131/C33,137,8mm1005cmp,No.1
M.23,K1ZF_S16798C_T_M23.ygx,4734271600,UMK105B7102KVHF,64,12,C56/C511/C502/C505/C309/C501/C254/C555/C6/C506/C504/C553/C106/C36/C104/C104/C136/C56/C36/C86/C254/C561/C504/C4/C286/C204/C54/C551/C4/C554/C511/C561/C286/C206/C236/C506/C556/C552/C554/C204/C503/C501/C403/C551/C453/C503/C403/C552/C256/C206/C236/C505/C555/C502/C553/C453/C556/C136/C106/C6/C86/C54/C309/C256,138,8mm1005cmp,No.1
M.23,K1ZF_S16798C_T_M23.ygx,8536560600,RK73B1JRTTD101J,4,13,R470/R470/R420/R420,10,8mmTape,No.1
M.23,K1ZF_S16798C_T_M23.ygx,7365553600,BLM31PG601SH1L,20,14,L203/L203/L202/L253/L252/L103/L2/L53/L3/L52/L3/L252/L53/L2/L52/L202/L253/L102/L102/L103,14,8mmTape,No.1
M.23,K1ZF_S16798C_T_M23.ygx,1388548600,ISA1989AU1-T150-1R,14,15,Q302/Q501/Q552/Q501/Q551/Q552/Q556/Q506/Q506/Q502/Q551/Q502/Q302/Q556,135,8mmTape,No.1
M.23,K1ZF_S16798C_T_M23.ygx,3803775700,TPCC8107_L1STLQ(O,8,16,Q102/Q2/Q252/Q202/Q252/Q202/Q102/Q2,6,12mmLongPitch,No.1
M.23,K1ZF_S16798C_T_M23.ygx,9457442000,RK73B1JRTTD102J,16,1,R108/R108/R207/R208/R258/R207/R258/R8/R7/R8/R107/R7/R257/R208/R107/R257,141,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,2562404100,LTR18EZPJ271,20,2,R454/R454/R401/R451/R403/R451/R42/R402/R142/R42/R142/R404/R401/R452/R403/R452/R453/R402/R404/R453,142,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,1027350100,RK73Z2BRTTD,2,3,R149/R149,18,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,4373308700,RK73H2BRTTD5602F,4,4,R151/R151/R148/R148,11,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,6081686700,UDZVFHTE-1716B,2,5,ZD302/ZD302,134,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,7389306200,SSM3K318RLXGF(T,2,6,Q132/Q132,10,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,4955934800,D3CE60V-5063R,12,7,D201/D51/D1/D1/D101/D201/D51/D251/D301/D101/D301/D251,6,12mmEmboss,No.2
M.23,K1ZF_S16798C_T_M23.ygx,8300499100,RK73H1JRTTD3002F,8,8,R513/R564/R563/R563/R514/R513/R514/R564,15,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,1240695900,TPCP8110LSTLF(O,2,9,Q301/Q301,133,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,2812626300,D1F60A-5053,10,10,D15/D13/D13/D14/D11/D12/D14/D11/D12/D15,19,12mmEmboss,No.2
M.23,K1ZF_S16798C_T_M23.ygx,0597391000,RK73B1JRTTD303J,52,11,R467/R467/R555/R507/R110/R502/R569/R510/R417/R512/R562/R504/R505/R465/R552/R554/R304/R303/R552/R415/R504/R554/R510/R502/R505/R210/R465/R509/R559/R560/R562/R557/R507/R303/R304/R10/R557/R512/R417/R415/R555/R10/R519/R509/R560/R110/R519/R260/R569/R210/R260/R559,17,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,9815479500,D1FT10A-5053,20,12,D103/D3/D253/D52/D3/D103/D102/D53/D52/D203/D2/D252/D102/D53/D202/D202/D2/D252/D253/D203,143,12mmEmboss,No.2
M.23,K1ZF_S16798C_T_M23.ygx,4749113400,ZXS10TTR143D,6,13,R51/R51/R1/R1/R101/R101,136,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,3756708600,INK0210AP1-T150-1,8,14,Q403/Q401/Q453/Q451/Q453/Q451/Q403/Q401,147,12mmEmboss,No.2
M.23,K1ZF_S16798C_T_M23.ygx,2158930600,RK73B1JRTTD203J,12,15,R106/R106/R256/R256/R46/R206/R6/R46/R146/R6/R206/R146,140,8mmTape,No.2
